"No.","Time","Source","Destination","Protocol","Length","Time since previous frame in this TCP stream","Info"
"1207","0.000193","127.0.0.1","127.0.0.1","TCP","157","0.000044000","59148  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=101 TSval=1440343218 TSecr=1440343218 [TCP segment of a reassembled PDU]"
"1216","0.000140","127.0.0.1","127.0.0.1","TCP","150","0.000041000","59149  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=94 TSval=1440343218 TSecr=1440343218 [TCP segment of a reassembled PDU]"
"1227","0.000169","127.0.0.1","127.0.0.1","TCP","185","0.000026000","59150  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=129 TSval=1440343218 TSecr=1440343218 [TCP segment of a reassembled PDU]"
"1237","0.000187","127.0.0.1","127.0.0.1","TCP","156","0.000039000","59151  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=100 TSval=1440343218 TSecr=1440343218 [TCP segment of a reassembled PDU]"
"1247","0.000159","127.0.0.1","127.0.0.1","TCP","162","0.000030000","59152  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=106 TSval=1440343218 TSecr=1440343218 [TCP segment of a reassembled PDU]"
"1258","5.187572","127.0.0.1","127.0.0.1","TCP","160","0.000171000","59153  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=104 TSval=1440348401 TSecr=1440348401"
"1267","0.000208","127.0.0.1","127.0.0.1","TCP","158","0.000040000","59154  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=102 TSval=1440348401 TSecr=1440348401"
"1277","0.000197","127.0.0.1","127.0.0.1","TCP","149","0.000041000","59155  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=93 TSval=1440348401 TSecr=1440348401"
"1287","0.000277","127.0.0.1","127.0.0.1","TCP","184","0.000040000","59156  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=128 TSval=1440348402 TSecr=1440348402"
"1297","0.000201","127.0.0.1","127.0.0.1","TCP","155","0.000052000","59157  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=99 TSval=1440348402 TSecr=1440348402"
"1307","0.000234","127.0.0.1","127.0.0.1","TCP","163","0.000079000","59158  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=107 TSval=1440348402 TSecr=1440348402"
"1317","0.000209","127.0.0.1","127.0.0.1","TCP","169","0.000048000","59159  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=113 TSval=1440348402 TSecr=1440348402"
"1327","0.000262","127.0.0.1","127.0.0.1","TCP","143","0.000054000","59160  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1440348403 TSecr=1440348403"
"1337","0.000370","127.0.0.1","127.0.0.1","TCP","159","0.000054000","59161  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=103 TSval=1440348403 TSecr=1440348403 [TCP segment of a reassembled PDU]"
"1347","0.000201","127.0.0.1","127.0.0.1","TCP","157","0.000056000","59162  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=101 TSval=1440348403 TSecr=1440348403 [TCP segment of a reassembled PDU]"
"1357","0.000239","127.0.0.1","127.0.0.1","TCP","150","0.000052000","59163  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=94 TSval=1440348403 TSecr=1440348403 [TCP segment of a reassembled PDU]"
"1369","0.000437","127.0.0.1","127.0.0.1","TCP","185","0.000264000","59164  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=129 TSval=1440348404 TSecr=1440348404 [TCP segment of a reassembled PDU]"
"1377","0.000245","127.0.0.1","127.0.0.1","TCP","156","0.000048000","59165  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=100 TSval=1440348404 TSecr=1440348404 [TCP segment of a reassembled PDU]"
"1387","0.000199","127.0.0.1","127.0.0.1","TCP","162","0.000047000","59166  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=106 TSval=1440348404 TSecr=1440348404 [TCP segment of a reassembled PDU]"
"1397","0.000204","127.0.0.1","127.0.0.1","TCP","142","0.000041000","59167  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1440348404 TSecr=1440348404 [TCP segment of a reassembled PDU]"
"1407","6.787122","127.0.0.1","127.0.0.1","TCP","157","0.000079000","59168  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=101 TSval=1440355180 TSecr=1440355180 [TCP segment of a reassembled PDU]"
"1419","0.000450","127.0.0.1","127.0.0.1","TCP","150","0.000266000","59169  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=94 TSval=1440355180 TSecr=1440355180 [TCP segment of a reassembled PDU]"
"1427","0.000275","127.0.0.1","127.0.0.1","TCP","185","0.000053000","59170  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=129 TSval=1440355181 TSecr=1440355180 [TCP segment of a reassembled PDU]"
"1437","0.000204","127.0.0.1","127.0.0.1","TCP","156","0.000048000","59171  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=100 TSval=1440355181 TSecr=1440355181 [TCP segment of a reassembled PDU]"
"1447","0.000384","127.0.0.1","127.0.0.1","TCP","162","0.000074000","59172  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=106 TSval=1440355181 TSecr=1440355181 [TCP segment of a reassembled PDU]"
"1458","0.000447","127.0.0.1","127.0.0.1","TCP","142","0.000113000","59173  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1440355182 TSecr=1440355181 [TCP segment of a reassembled PDU]"
"1467","0.000209","127.0.0.1","127.0.0.1","TCP","157","0.000049000","59174  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=101 TSval=1440355182 TSecr=1440355182 [TCP segment of a reassembled PDU]"
"1477","0.000423","127.0.0.1","127.0.0.1","TCP","158","0.000056000","59175  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=102 TSval=1440355182 TSecr=1440355182"
"1487","0.000244","127.0.0.1","127.0.0.1","TCP","149","0.000067000","59176  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=93 TSval=1440355182 TSecr=1440355182"
"1497","0.000231","127.0.0.1","127.0.0.1","TCP","184","0.000041000","59177  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=128 TSval=1440355183 TSecr=1440355183"
"1507","0.000264","127.0.0.1","127.0.0.1","TCP","155","0.000073000","59178  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=99 TSval=1440355183 TSecr=1440355183"
"1517","0.000251","127.0.0.1","127.0.0.1","TCP","163","0.000040000","59179  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=107 TSval=1440355183 TSecr=1440355183"
"1527","0.000230","127.0.0.1","127.0.0.1","TCP","169","0.000043000","59180  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=113 TSval=1440355183 TSecr=1440355183"
"1537","0.000247","127.0.0.1","127.0.0.1","TCP","143","0.000043000","59181  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1440355184 TSecr=1440355184"
"1547","0.000195","127.0.0.1","127.0.0.1","TCP","157","0.000032000","59182  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=101 TSval=1440355184 TSecr=1440355184"
"1557","0.000380","127.0.0.1","127.0.0.1","TCP","157","0.000057000","59183  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=101 TSval=1440355184 TSecr=1440355184 [TCP segment of a reassembled PDU]"
"1567","0.000221","127.0.0.1","127.0.0.1","TCP","150","0.000063000","59184  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=94 TSval=1440355184 TSecr=1440355184 [TCP segment of a reassembled PDU]"
"1577","0.000217","127.0.0.1","127.0.0.1","TCP","185","0.000028000","59185  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=129 TSval=1440355185 TSecr=1440355185 [TCP segment of a reassembled PDU]"
"1587","0.000168","127.0.0.1","127.0.0.1","TCP","156","0.000034000","59186  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=100 TSval=1440355185 TSecr=1440355185 [TCP segment of a reassembled PDU]"
"1597","0.000168","127.0.0.1","127.0.0.1","TCP","162","0.000032000","59187  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=106 TSval=1440355185 TSecr=1440355185 [TCP segment of a reassembled PDU]"
"1607","0.000228","127.0.0.1","127.0.0.1","TCP","142","0.000048000","59188  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1440355185 TSecr=1440355185 [TCP segment of a reassembled PDU]"
"1617","6.697758","127.0.0.1","127.0.0.1","TCP","149","0.000080000","59190  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=93 TSval=1440361869 TSecr=1440361869"
"1627","0.000438","127.0.0.1","127.0.0.1","TCP","184","0.000179000","59191  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=128 TSval=1440361869 TSecr=1440361869"
"1637","0.000265","127.0.0.1","127.0.0.1","TCP","155","0.000061000","59192  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=99 TSval=1440361869 TSecr=1440361869"
"1645","0.000223","127.0.0.1","127.0.0.1","TCP","163","0.000071000","59193  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=107 TSval=1440361870 TSecr=1440361870"
"1659","0.000337","127.0.0.1","127.0.0.1","TCP","169","0.000185000","59194  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=113 TSval=1440361870 TSecr=1440361870"
"1667","0.000221","127.0.0.1","127.0.0.1","TCP","143","0.000047000","59195  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1440361870 TSecr=1440361870"
"1679","0.000306","127.0.0.1","127.0.0.1","TCP","157","0.000102000","59196  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=101 TSval=1440361871 TSecr=1440361870"
"1687","0.000274","127.0.0.1","127.0.0.1","TCP","150","0.000052000","59197  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=94 TSval=1440361871 TSecr=1440361871"
"1697","0.000375","127.0.0.1","127.0.0.1","TCP","150","0.000064000","59198  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=94 TSval=1440361871 TSecr=1440361871 [TCP segment of a reassembled PDU]"
"1707","0.000216","127.0.0.1","127.0.0.1","TCP","185","0.000061000","59199  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=129 TSval=1440361871 TSecr=1440361871 [TCP segment of a reassembled PDU]"
"1717","0.000255","127.0.0.1","127.0.0.1","TCP","156","0.000056000","59200  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=100 TSval=1440361872 TSecr=1440361872 [TCP segment of a reassembled PDU]"
"1727","0.000241","127.0.0.1","127.0.0.1","TCP","162","0.000053000","59201  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=106 TSval=1440361872 TSecr=1440361872 [TCP segment of a reassembled PDU]"
"1737","0.000215","127.0.0.1","127.0.0.1","TCP","142","0.000032000","59202  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1440361872 TSecr=1440361872 [TCP segment of a reassembled PDU]"
"1747","0.000177","127.0.0.1","127.0.0.1","TCP","149","0.000022000","59203  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=93 TSval=1440361872 TSecr=1440361872 [TCP segment of a reassembled PDU]"
"1757","4.134809","127.0.0.1","127.0.0.1","TCP","150","0.000145000","59204  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=94 TSval=1440365999 TSecr=1440365999 [TCP segment of a reassembled PDU]"
"1767","0.000309","127.0.0.1","127.0.0.1","TCP","185","0.000049000","59205  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=129 TSval=1440365999 TSecr=1440365999 [TCP segment of a reassembled PDU]"
"1777","0.000186","127.0.0.1","127.0.0.1","TCP","156","0.000036000","59206  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=100 TSval=1440365999 TSecr=1440365999 [TCP segment of a reassembled PDU]"
"1787","0.000213","127.0.0.1","127.0.0.1","TCP","162","0.000039000","59207  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=106 TSval=1440366000 TSecr=1440366000 [TCP segment of a reassembled PDU]"
"1797","0.000206","127.0.0.1","127.0.0.1","TCP","142","0.000048000","59208  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1440366000 TSecr=1440366000 [TCP segment of a reassembled PDU]"
"1807","0.000228","127.0.0.1","127.0.0.1","TCP","149","0.000052000","59209  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=93 TSval=1440366000 TSecr=1440366000 [TCP segment of a reassembled PDU]"
"1817","0.000205","127.0.0.1","127.0.0.1","TCP","144","0.000038000","59210  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1440366000 TSecr=1440366000 [TCP segment of a reassembled PDU]"
"1827","0.000406","127.0.0.1","127.0.0.1","TCP","149","0.000054000","59211  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=93 TSval=1440366001 TSecr=1440366001"
"1837","0.000192","127.0.0.1","127.0.0.1","TCP","184","0.000043000","59212  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=128 TSval=1440366001 TSecr=1440366001"
"1847","0.000186","127.0.0.1","127.0.0.1","TCP","155","0.000038000","59213  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=99 TSval=1440366001 TSecr=1440366001"
"1857","0.000207","127.0.0.1","127.0.0.1","TCP","163","0.000073000","59214  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=107 TSval=1440366001 TSecr=1440366001"
"1867","0.000219","127.0.0.1","127.0.0.1","TCP","169","0.000054000","59215  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=113 TSval=1440366001 TSecr=1440366001"
"1875","0.000347","127.0.0.1","127.0.0.1","TCP","143","0.000095000","59216  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1440366002 TSecr=1440366002"
"1887","0.000264","127.0.0.1","127.0.0.1","TCP","157","0.000079000","59217  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=101 TSval=1440366002 TSecr=1440366002"
"1897","0.000223","127.0.0.1","127.0.0.1","TCP","150","0.000051000","59218  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=94 TSval=1440366002 TSecr=1440366002"
"1907","0.000193","127.0.0.1","127.0.0.1","TCP","143","0.000054000","59219  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1440366003 TSecr=1440366002"
"1917","4.728578","127.0.0.1","127.0.0.1","TCP","184","0.000095000","59220  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=128 TSval=1440370719 TSecr=1440370719"
"1927","0.000254","127.0.0.1","127.0.0.1","TCP","155","0.000039000","59221  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=99 TSval=1440370719 TSecr=1440370719"
"1937","0.000170","127.0.0.1","127.0.0.1","TCP","163","0.000032000","59222  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=107 TSval=1440370719 TSecr=1440370719"
"1947","0.000179","127.0.0.1","127.0.0.1","TCP","169","0.000043000","59223  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=113 TSval=1440370720 TSecr=1440370719"
"1957","0.000246","127.0.0.1","127.0.0.1","TCP","143","0.000049000","59224  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1440370720 TSecr=1440370720"
"1967","0.000226","127.0.0.1","127.0.0.1","TCP","157","0.000055000","59225  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=101 TSval=1440370720 TSecr=1440370720"
"1977","0.000234","127.0.0.1","127.0.0.1","TCP","150","0.000051000","59226  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=94 TSval=1440370720 TSecr=1440370720"
"1987","0.000207","127.0.0.1","127.0.0.1","TCP","143","0.000039000","59227  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1440370720 TSecr=1440370720"
"1997","0.000219","127.0.0.1","127.0.0.1","TCP","144","0.000049000","59228  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1440370721 TSecr=1440370721"
"2007","0.000360","127.0.0.1","127.0.0.1","TCP","185","0.000053000","59229  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=129 TSval=1440370721 TSecr=1440370721 [TCP segment of a reassembled PDU]"
"2017","0.000267","127.0.0.1","127.0.0.1","TCP","156","0.000104000","59230  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=100 TSval=1440370721 TSecr=1440370721 [TCP segment of a reassembled PDU]"
"2029","0.000333","127.0.0.1","127.0.0.1","TCP","162","0.000176000","59231  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=106 TSval=1440370722 TSecr=1440370721 [TCP segment of a reassembled PDU]"
"2037","0.000189","127.0.0.1","127.0.0.1","TCP","142","0.000045000","59232  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1440370722 TSecr=1440370722 [TCP segment of a reassembled PDU]"
"2047","0.000180","127.0.0.1","127.0.0.1","TCP","149","0.000029000","59233  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=93 TSval=1440370722 TSecr=1440370722 [TCP segment of a reassembled PDU]"
"2057","0.000224","127.0.0.1","127.0.0.1","TCP","144","0.000058000","59234  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1440370722 TSecr=1440370722 [TCP segment of a reassembled PDU]"
"2067","0.000207","127.0.0.1","127.0.0.1","TCP","143","0.000057000","59235  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1440370722 TSecr=1440370722 [TCP segment of a reassembled PDU]"
"2077","10.892408","127.0.0.1","127.0.0.1","TCP","156","0.000058000","59236  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=100 TSval=1440381597 TSecr=1440381597 [TCP segment of a reassembled PDU]"
"2085","0.000186","127.0.0.1","127.0.0.1","TCP","162","0.000052000","59237  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=106 TSval=1440381597 TSecr=1440381597 [TCP segment of a reassembled PDU]"
"2095","0.000190","127.0.0.1","127.0.0.1","TCP","142","0.000040000","59238  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1440381597 TSecr=1440381597 [TCP segment of a reassembled PDU]"
"2104","0.000185","127.0.0.1","127.0.0.1","TCP","149","0.000047000","59239  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=93 TSval=1440381597 TSecr=1440381597 [TCP segment of a reassembled PDU]"
"2115","0.000196","127.0.0.1","127.0.0.1","TCP","144","0.000030000","59240  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1440381597 TSecr=1440381597 [TCP segment of a reassembled PDU]"
"2123","0.000177","127.0.0.1","127.0.0.1","TCP","143","0.000046000","59241  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1440381598 TSecr=1440381598 [TCP segment of a reassembled PDU]"
"2135","0.000226","127.0.0.1","127.0.0.1","TCP","147","0.000090000","59242  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=91 TSval=1440381598 TSecr=1440381598 [TCP segment of a reassembled PDU]"
"2147","0.000523","127.0.0.1","127.0.0.1","TCP","155","0.000079000","59243  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=99 TSval=1440381598 TSecr=1440381598"
"2157","0.000260","127.0.0.1","127.0.0.1","TCP","163","0.000047000","59244  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=107 TSval=1440381599 TSecr=1440381599"
"2166","0.000208","127.0.0.1","127.0.0.1","TCP","169","0.000052000","59245  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=113 TSval=1440381599 TSecr=1440381599"
"2177","0.000182","127.0.0.1","127.0.0.1","TCP","143","0.000010000","59246  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1440381599 TSecr=1440381599"
"2187","0.000141","127.0.0.1","127.0.0.1","TCP","157","0.000039000","59247  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=101 TSval=1440381599 TSecr=1440381599"
"2197","0.000200","127.0.0.1","127.0.0.1","TCP","150","0.000070000","59248  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=94 TSval=1440381599 TSecr=1440381599"
"2207","0.000176","127.0.0.1","127.0.0.1","TCP","143","0.000042000","59249  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1440381600 TSecr=1440381600"
"2217","0.000241","127.0.0.1","127.0.0.1","TCP","144","0.000042000","59250  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1440381600 TSecr=1440381600"
"2227","0.000218","127.0.0.1","127.0.0.1","TCP","146","0.000049000","59251  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=90 TSval=1440381600 TSecr=1440381600"
"2237","4.813622","127.0.0.1","127.0.0.1","TCP","155","0.000460000","59252  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=99 TSval=1440386405 TSecr=1440386405"
"2247","0.000439","127.0.0.1","127.0.0.1","TCP","163","0.000180000","59253  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=107 TSval=1440386406 TSecr=1440386405"
"2257","0.000478","127.0.0.1","127.0.0.1","TCP","169","0.000224000","59254  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=113 TSval=1440386406 TSecr=1440386406"
"2267","0.000302","127.0.0.1","127.0.0.1","TCP","143","0.000095000","59255  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1440386406 TSecr=1440386406"
"2277","0.000220","127.0.0.1","127.0.0.1","TCP","157","0.000041000","59256  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=101 TSval=1440386407 TSecr=1440386407"
"2287","0.000162","127.0.0.1","127.0.0.1","TCP","150","0.000030000","59257  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=94 TSval=1440386407 TSecr=1440386407"
"2297","0.000161","127.0.0.1","127.0.0.1","TCP","143","0.000034000","59258  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1440386407 TSecr=1440386407"
"2307","0.000222","127.0.0.1","127.0.0.1","TCP","144","0.000048000","59259  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1440386407 TSecr=1440386407"
"2317","0.000242","127.0.0.1","127.0.0.1","TCP","146","0.000055000","59260  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=90 TSval=1440386407 TSecr=1440386407"
"2327","0.000278","127.0.0.1","127.0.0.1","TCP","148","0.000051000","59261  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=92 TSval=1440386408 TSecr=1440386408"
"2337","0.000565","127.0.0.1","127.0.0.1","TCP","156","0.000066000","59262  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=100 TSval=1440386408 TSecr=1440386408 [TCP segment of a reassembled PDU]"
"2345","0.000285","127.0.0.1","127.0.0.1","TCP","162","0.000117000","59263  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=106 TSval=1440386408 TSecr=1440386408 [TCP segment of a reassembled PDU]"
"2357","0.000284","127.0.0.1","127.0.0.1","TCP","142","0.000062000","59264  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=86 TSval=1440386409 TSecr=1440386409 [TCP segment of a reassembled PDU]"
"2369","0.000362","127.0.0.1","127.0.0.1","TCP","149","0.000174000","59265  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=93 TSval=1440386409 TSecr=1440386409 [TCP segment of a reassembled PDU]"
"2377","0.000894","127.0.0.1","127.0.0.1","TCP","144","0.000070000","59266  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=88 TSval=1440386410 TSecr=1440386410 [TCP segment of a reassembled PDU]"
"2387","0.000252","127.0.0.1","127.0.0.1","TCP","143","0.000062000","59267  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=87 TSval=1440386410 TSecr=1440386410 [TCP segment of a reassembled PDU]"
"2397","0.000247","127.0.0.1","127.0.0.1","TCP","147","0.000040000","59268  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=91 TSval=1440386410 TSecr=1440386410 [TCP segment of a reassembled PDU]"
"2407","0.000288","127.0.0.1","127.0.0.1","TCP","147","0.000050000","59269  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=408256 Len=91 TSval=1440386411 TSecr=1440386411 [TCP segment of a reassembled PDU]"
